split,seed,strategy,lang,S,D,I,N,records,WER,label
CV27,202,Text+Global,tr,11064,2526,671,67100,11874,21.253353204172875,EXACT_REUSE
CV27,202,ConfDupClean,tr,11874,2478,774,67100,11874,22.5424739195231,POST_REVIEW_DIAGNOSTIC
CV27,202,ConfPerm,tr,11731,2535,743,67100,11874,22.36810730253353,POST_REVIEW_DIAGNOSTIC
CV27,202,A_Conf,tr,11850,2521,755,67100,11874,22.5424739195231,POST_REVIEW_DIAGNOSTIC
CV27,202,A_Global,tr,11701,2563,723,67100,11874,22.33532041728763,POST_REVIEW_DIAGNOSTIC
CV27,202,A_Text,tr,10858,2505,688,67100,11874,20.940387481371086,POST_REVIEW_DIAGNOSTIC
CV27,202,A_Text+Global,tr,10859,2504,677,67100,11874,20.923994038748138,POST_REVIEW_DIAGNOSTIC
CV27,202,B_Conf,tr,11814,2180,985,67100,11874,22.32339791356185,POST_REVIEW_DIAGNOSTIC
CV27,202,B_Global,tr,11536,2139,947,67100,11874,21.791356184798808,POST_REVIEW_DIAGNOSTIC
CV27,202,B_Text,tr,11105,2128,879,67100,11874,21.03129657228018,POST_REVIEW_DIAGNOSTIC
CV27,202,B_Text+Global,tr,11056,2106,891,67100,11874,20.943368107302533,POST_REVIEW_DIAGNOSTIC
CV27,202,Conf,it,17916,2751,2160,149177,15183,15.301956735957956,EXACT_REUSE
CV27,202,Global,it,17792,2780,2120,149177,15183,15.211460211694833,EXACT_REUSE
CV27,202,Text,it,16251,2690,2015,149177,15183,14.04774194413348,EXACT_REUSE
CV27,202,Text+Global,it,16278,2692,2040,149177,15183,14.083940553838728,EXACT_REUSE
CV27,202,ConfDupClean,it,17917,2751,2160,149177,15183,15.302627080582127,POST_REVIEW_DIAGNOSTIC
CV27,202,ConfPerm,it,17788,2778,2119,149177,15183,15.206767799325632,POST_REVIEW_DIAGNOSTIC
CV27,202,A_Conf,it,17864,2832,2064,149177,15183,15.257043646138479,POST_REVIEW_DIAGNOSTIC
CV27,202,A_Global,it,17688,2842,2008,149177,15183,15.108227139572454,POST_REVIEW_DIAGNOSTIC
CV27,202,A_Text,it,16177,2715,1949,149177,15183,13.970652312353781,POST_REVIEW_DIAGNOSTIC
CV27,202,A_Text+Global,it,16261,2711,1934,149177,15183,14.014224712924914,POST_REVIEW_DIAGNOSTIC
CV27,202,B_Conf,it,17864,2267,2594,149177,15183,15.233581584292486,POST_REVIEW_DIAGNOSTIC
CV27,202,B_Global,it,17743,2154,2773,149177,15183,15.196712629963065,POST_REVIEW_DIAGNOSTIC
CV27,202,B_Text,it,15791,2032,2736,149177,15183,13.781615128337478,POST_REVIEW_DIAGNOSTIC
CV27,202,B_Text+Global,it,15954,2002,2993,149177,15183,14.04304953176428,POST_REVIEW_DIAGNOSTIC
CV27,303,Conf,ar,25772,2320,1026,53778,10606,54.144817583398414,EXACT_REUSE
CV27,303,Global,ar,25654,2347,1004,53778,10606,53.934694484733534,EXACT_REUSE
CV27,303,Text,ar,25230,2271,997,53778,10606,52.99192978541411,EXACT_REUSE
CV27,303,Text+Global,ar,25199,2276,993,53778,10606,52.93614489196326,EXACT_REUSE
CV27,303,ConfDupClean,ar,25772,2320,1026,53778,10606,54.144817583398414,POST_REVIEW_DIAGNOSTIC
CV27,303,ConfPerm,ar,25652,2347,1004,53778,10606,53.93097549183681,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Conf,ar,25729,2349,1011,53778,10606,54.090892186395926,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Global,ar,25547,2384,994,53778,10606,53.78593476886459,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text,ar,25129,2296,996,53778,10606,52.84874855889025,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text+Global,ar,25049,2303,991,53778,10606,52.70370783591803,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Conf,ar,25657,2055,1164,53778,10606,53.69481944289486,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Global,ar,25447,1995,1149,53778,10606,53.16486295511176,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text,ar,25483,1896,1184,53778,10606,53.112797054557625,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text+Global,ar,25411,1890,1831,53778,10606,54.170850533675484,POST_REVIEW_DIAGNOSTIC
CV27,303,Conf,fa,34942,7310,9268,73608,10755,69.99239213129007,EXACT_REUSE
CV27,303,Global,fa,34890,7398,9109,73608,10755,69.82529072926856,EXACT_REUSE
CV27,303,Text,fa,33962,7297,9122,73608,10755,68.44500597761113,EXACT_REUSE
CV27,303,Text+Global,fa,33966,7323,9110,73608,10755,68.4694598413216,EXACT_REUSE
CV27,303,ConfDupClean,fa,34943,7309,9268,73608,10755,69.99239213129007,POST_REVIEW_DIAGNOSTIC
CV27,303,ConfPerm,fa,34889,7398,9109,73608,10755,69.82393218128465,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Conf,fa,34925,7391,9208,73608,10755,69.99782632322574,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Global,fa,34837,7456,9172,73608,10755,69.91767199217476,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text,fa,34044,7288,9221,73608,10755,68.67867623084447,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text+Global,fa,34031,7301,9206,73608,10755,68.65829801108575,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Conf,fa,35044,6545,10053,73608,10755,70.15813498532768,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Global,fa,35003,6436,10112,73608,10755,70.03450711879144,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text,fa,33939,6672,9666,73608,10755,68.30371698728399,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text+Global,fa,33968,6576,12592,73608,10755,72.18780567329638,POST_REVIEW_DIAGNOSTIC
CV27,303,Conf,pl,10147,1748,1181,75267,10096,17.372819429497657,EXACT_REUSE
CV27,303,Global,pl,9933,1750,1141,75267,10096,17.038011346273933,EXACT_REUSE
CV27,303,Text,pl,8932,1679,1036,75267,10096,15.474245021058366,EXACT_REUSE
CV27,303,Text+Global,pl,8939,1674,1038,75267,10096,15.479559435077789,EXACT_REUSE
CV27,303,ConfDupClean,pl,10147,1748,1181,75267,10096,17.372819429497657,POST_REVIEW_DIAGNOSTIC
CV27,303,ConfPerm,pl,9931,1750,1141,75267,10096,17.035354139264218,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Conf,pl,10121,1776,1150,75267,10096,17.33428992785683,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Global,pl,9888,1776,1114,75267,10096,16.976895585050553,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text,pl,8948,1698,1040,75267,10096,15.526060557747751,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text+Global,pl,8934,1686,1040,75267,10096,15.491516866621494,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Conf,pl,10063,1399,1402,75267,10096,17.091155486468175,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Global,pl,9749,1312,1385,75267,10096,16.535799221438346,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text,pl,8551,1221,1210,75267,10096,14.590723690329096,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text+Global,pl,8604,1204,1231,75267,10096,14.666454090105889,POST_REVIEW_DIAGNOSTIC
CV27,303,Conf,tr,11888,2556,765,67100,11874,22.66616989567809,EXACT_REUSE
CV27,303,Global,tr,11744,2580,726,67100,11874,22.429210134128166,EXACT_REUSE
CV27,303,Text,tr,11149,2551,687,67100,11874,21.44113263785395,EXACT_REUSE
CV27,303,Text+Global,tr,11125,2556,679,67100,11874,21.400894187779432,EXACT_REUSE
CV27,303,ConfDupClean,tr,11888,2556,765,67100,11874,22.66616989567809,POST_REVIEW_DIAGNOSTIC
CV27,303,ConfPerm,tr,11742,2580,726,67100,11874,22.42622950819672,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Conf,tr,11865,2586,744,67100,11874,22.64530551415797,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Global,tr,11693,2607,712,67100,11874,22.372578241430702,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text,tr,10910,2537,691,67100,11874,21.07004470938897,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text+Global,tr,10918,2549,683,67100,11874,21.087928464977644,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Conf,tr,11752,2203,958,67100,11874,22.225037257824145,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Global,tr,11604,2130,929,67100,11874,21.852459016393443,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text,tr,11236,2167,878,67100,11874,21.283159463487333,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text+Global,tr,11173,2109,878,67100,11874,21.102831594634875,POST_REVIEW_DIAGNOSTIC
CV27,303,Conf,it,18013,2797,2235,149177,15183,15.448091864027296,EXACT_REUSE
CV27,303,Global,it,17855,2777,2197,149177,15183,15.3032974252063,EXACT_REUSE
CV27,303,Text,it,16438,2716,2035,149177,15183,14.203932241565388,EXACT_REUSE
CV27,303,Text+Global,it,16474,2693,2047,149177,15183,14.220690857169672,EXACT_REUSE
CV27,303,ConfDupClean,it,18013,2797,2235,149177,15183,15.448091864027296,POST_REVIEW_DIAGNOSTIC
CV27,303,ConfPerm,it,17852,2777,2197,149177,15183,15.301286391333784,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Conf,it,17990,2877,2142,149177,15183,15.42395945755713,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Global,it,17801,2839,2123,149177,15183,15.259054680010994,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text,it,16372,2716,1995,149177,15183,14.132875711403232,POST_REVIEW_DIAGNOSTIC
CV27,303,A_Text+Global,it,16434,2708,1986,149177,15183,14.16304121949094,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Conf,it,17958,2260,2708,149177,15183,15.368320853750914,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Global,it,17867,2150,2843,149177,15183,15.324078108555609,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text,it,15867,2088,2759,149177,15183,13.885518545084027,POST_REVIEW_DIAGNOSTIC
CV27,303,B_Text+Global,it,16033,2069,2808,149177,15183,14.0169060914216,POST_REVIEW_DIAGNOSTIC
